sentence,target_logits,concept_logits,concept_gradient,label,concept_label
robbers of thy people shall exalt themselves militant jews wanted independence from egypt but their revolt was not successful,[[0.7957679  0.20423214]],[[0.02775403 0.9525378  0.18227598]],[[ 0.20799361 -0.0086982  -0.04532262]],0,[[0. 0. 0.]]
dumb shitskin prefers to ignore numbers they can not calculate typical,[[0.00427555 0.99572444]],[[0.04352511 0.6773891  0.29435557]],[[0.06664972 0.17438838 0.00742922]],1,[[1. 0. 0.]]
gab went down for <number> seconds the instant i called out fuentes for being a spic again sorry guys,[[0.00776605 0.992234  ]],[[0.5960426  0.38970655 0.3336338 ]],[[ 0.02580905  0.14929596 -0.00669176]],1,[[1. 0. 0.]]
<user> <user> they kill all the women and rape all the horses,[[0.9442724  0.05572761]],[[0.08081099 0.01564375 0.8288305 ]],[[ 0.18240738 -0.1331805   0.01947444]],0,[[0. 0. 0.]]
fuck feminists and kike media that want to emasculate fathers i piss on them,[[0.00364589 0.9963541 ]],[[0.05007958 0.9896936  0.39323047]],[[ 0.00529795  0.23743363 -0.00261961]],1,[[0. 1. 0.]]
let us help the nigger sows pack,[[0.00452041 0.9954796 ]],[[0.9917902  0.05135652 0.37670207]],[[ 0.13927965  0.13971418 -0.00848662]],1,[[1. 0. 1.]]
confederate heroes day <date> texas state holiday we do not observe martin lucifer coon day,[[0.03313587 0.9668641 ]],[[0.21207951 0.1868332  0.1556271 ]],[[0.02439226 0.2360373  0.00452429]],1,[[1. 0. 0.]]
i love the super sleuth mindset i go into when someone i knew from church uses a queer sticker on their instagram story like did they know what it meant or do they just like the colors,[[0.9946248  0.00537518]],[[0.02934573 0.01310953 0.13777481]],[[ 0.21100634 -0.04490656 -0.04072461]],0,[[0. 0. 0.]]
i want to try edible slime and edible hairbrushes and edible iphones and edible shoes and,[[0.9758935  0.02410642]],[[0.03273938 0.03290767 0.07962401]],[[ 0.14953722 -0.10317513 -0.09672292]],0,[[0. 0. 0.]]
my roommate and i are debating whether his cat a lesbian,[[0.9912034 0.0087966]],[[0.02675666 0.00558527 0.68599695]],[[ 0.20890781 -0.09925067 -0.00828627]],0,[[0. 0. 0.]]
the alt right is celebrating because the god emperor called a bunch of nigger countries shitholes and that makes up for having a cabinet staffed by globalist kikes and neocons trump not even knowing his own immigration policies how easily distracted you are by cheap gimmicks,[[0.00849772 0.9915023 ]],[[0.6455575  0.8841727  0.44914994]],[[ 0.02017575  0.1923415  -0.00202104]],1,[[1. 1. 0.]]
twatter does not like muzrat either,[[0.00332305 0.9966769 ]],[[0.36560538 0.9665069  0.38114527]],[[0.0369622  0.14492935 0.00518952]],1,[[0. 1. 0.]]
in the antebellum u.s. a white person just sold a black person grandchild,[[0.92937887 0.0706211 ]],[[0.9215321  0.01051559 0.20293333]],[[ 0.26527855 -0.00819943 -0.00233169]],0,[[0. 0. 0.]]
<user> here i think about how black women threatened to rescind support to black male victims of gun violence because they felt the support was not being reciprocated could someone argue that this is further evidence of an attempt to break free from being the savior,[[0.9943937  0.00560627]],[[0.4595591  0.00750809 0.46299857]],[[ 0.21010908 -0.11172953 -0.02180677]],0,[[0. 0. 0.]]
<user> funny guy,[[0.9941189  0.00588114]],[[0.00983162 0.00944387 0.44154537]],[[ 0.18360752 -0.10004649 -0.01568806]],0,[[0. 0. 0.]]
massive muzrat espionage,[[0.00278386 0.9972161 ]],[[0.14596725 0.9753179  0.04851798]],[[0.05373563 0.16037244 0.02912519]],1,[[0. 1. 0.]]
i am glad you found some self respect but i am not gone acknowledge it because you already let musty nigga air yo club out and now you gotta child that half musty 🤦 🏽 ‍ ♂️,[[0.9906466  0.00935338]],[[0.4275709  0.01281236 0.29892284]],[[ 0.21570197 -0.09514678 -0.034735  ]],0,[[1. 0. 1.]]
ahem so can anyone recommend any resources esp fun encouraging things on the internet for v soft queer trans men other trans masc people,[[0.9791235  0.02087659]],[[0.04039678 0.01193705 0.34092394]],[[ 0.10439258 -0.15036748 -0.05915987]],0,[[0. 0. 0.]]
<user> i am a libertarian and i have never heard that before i am also alt right because you can not have a country without borders you can not have a free market with a welfare system you can not have peace and prosperity with dindus muzzies and wetbacks killing and stealing everything,[[0.01959649 0.98040354]],[[0.33902928 0.6401001  0.06049498]],[[0.03559778 0.19507112 0.09435865]],1,[[1. 1. 0.]]
maybe the muzzies and the trannies will step up if need be,[[0.00908279 0.99091727]],[[0.30111703 0.86490625 0.03740877]],[[0.04294803 0.21132928 0.05815851]],1,[[0. 1. 0.]]
a covington catholic a native american indian and a black hebrew israelite walk into a bar,[[0.9477792  0.05222085]],[[0.19739422 0.46818283 0.26595536]],[[ 0.22714834 -0.03613248 -0.02630103]],0,[[0. 0. 0.]]
somehow i wish i was the man with the white today 😅 god bless the trap niggas happy october,[[0.99528164 0.00471834]],[[0.44099194 0.00483815 0.2628188 ]],[[ 0.21240509 -0.04649195 -0.02173676]],0,[[1. 0. 0.]]
a female kike is not a woman or a dame no one should ever reproduce with a jewess to avoid making more jews how is that jewess brave,[[0.00334834 0.9966517 ]],[[0.34086382 0.9844487  0.78423256]],[[-0.00529858  0.22094849  0.04367594]],1,[[1. 1. 1.]]
but it more than that it really about people not accepting gays trans lesbians because if their religious beliefs for that reason it gives conservatives the cover of attacking free speech they are lying their ass off they do not want to not say faggot anymore,[[0.5192458  0.48075423]],[[0.04775561 0.1652401  0.2720249 ]],[[ 0.23016033 -0.06554881 -0.01937909]],0,[[0. 0. 0.]]
<user> does that include illegal aliens,[[0.9881458  0.01185417]],[[0.02541411 0.02079182 0.10709777]],[[-0.00179999 -0.21136543 -0.15435167]],0,[[0. 0. 0.]]
why the second greatest film ever produced after nigger kitty,[[0.01211153 0.9878885 ]],[[0.9476077  0.01899325 0.63568854]],[[0.09713481 0.17542703 0.01879191]],1,[[1. 0. 0.]]
superman was written by a kike about his fantasy of smashing fascists kek just fyi,[[0.00370116 0.99629885]],[[0.02335687 0.9954104  0.1356643 ]],[[0.04225403 0.2902733  0.00173753]],1,[[0. 1. 0.]]
morning fag kike <user>,[[0.00320798 0.996792  ]],[[0.07844108 0.98948026 0.23057115]],[[-0.00282675  0.22094053 -0.01240546]],1,[[0. 1. 0.]]
dyke has historically been used against both lesbians and bisexual women people hurling slurs do not check what identifier an wlw uses and for a long time bisexuality and lesbianism were not differentiated within the lgbtq community therefore dyke is for all queer women,[[0.9839733  0.01602661]],[[0.04439654 0.01518418 0.9153652 ]],[[ 0.14468999 -0.09680776  0.04295884]],0,[[0. 0. 0.]]
pretty sure he fought the confederacy pretty sure your party uses lincolns name to endear coon black folks like <user> and <user> to your party while at the same time celebrating the people who fought him and killed him lol,[[0.01217928 0.9878207 ]],[[0.98734295 0.07444555 0.16095655]],[[ 0.19913855  0.12165343 -0.06160394]],1,[[1. 0. 0.]]
recovering from an intense anxiety attack after being harassed by a group of white trash people <happy> kind words pls,[[0.8586213  0.14137876]],[[0.8567613  0.01634145 0.25899872]],[[ 0.24764435 -0.1043712  -0.02539439]],0,[[1. 0. 0.]]
oh so not only a sjw but a nigger lover on top,[[0.0062323  0.99376774]],[[0.9909388  0.03799492 0.77796036]],[[0.11396533 0.20409907 0.01713037]],1,[[1. 0. 0.]]
the worthless nigger shot the trooper in the back several times with a rifle,[[0.00525418 0.99474585]],[[0.9926675  0.03125298 0.23450826]],[[ 0.18708818  0.11156871 -0.03175196]],1,[[1. 0. 0.]]
<user> it means that they hate gay people but feel uncomfortable admitting so in front of a queer person,[[0.99238014 0.0076199 ]],[[0.0117518  0.01807557 0.14192866]],[[ 0.08862802 -0.11175214 -0.08002467]],0,[[0. 0. 0.]]
ya you really hurt my feelings what you had has a profound effect on me you must be a kike to think like this,[[0.00469627 0.99530375]],[[0.04677006 0.9827434  0.29215667]],[[ 0.030256    0.22391997 -0.00350314]],1,[[0. 1. 0.]]
sometimes when im with other queer asians i feel like im the only one who not white and straight also for similar reasons,[[0.9781521  0.02184794]],[[0.42908442 0.01002781 0.18547422]],[[ 0.22984228 -0.08677187 -0.03955111]],0,[[0. 0. 0.]]
brits you should maybe storm the prison britainsbastile except leave the mudslimes in there,[[0.0038523  0.99614775]],[[0.6515863 0.8611196 0.8074179]],[[ 0.01131565  0.12333556 -0.02442136]],1,[[1. 1. 1.]]
<user> <user> <user> <user> <user> <user> however for ados to now target black immigrants and distance themselves from the african entire damn content has been raped and pillaged struggle be it slavery or colonialism is disingenuous,[[0.9945111  0.00548887]],[[0.23684287 0.01309767 0.022506  ]],[[ 0.19175552 -0.04979871 -0.07068367]],0,[[0. 0. 0.]]
if they are seeking asylum from a terrible mussie country why then are they working so hard to turn these gracious countries into the very mussie countries they claim to be fleeing we all know that answer immediately,[[0.03068007 0.96931994]],[[0.07132518 0.85078377 0.3034185 ]],[[0.04586513 0.23646566 0.00929788]],1,[[0. 1. 0.]]
how do we instigate a war between japan and israel shinzo abe did not like the shoe desert the kike served him,[[0.00336027 0.9966397 ]],[[0.1108489  0.99386215 0.11814991]],[[-0.00057016  0.2808831  -0.02102122]],1,[[0. 1. 0.]]
why is a nazi getting <number> million subs what the fuck what the fuck you guys pewdiepie,[[0.96340543 0.03659457]],[[0.08183881 0.84769136 0.47400394]],[[ 0.13191766  0.02771948 -0.01819203]],0,[[0. 0. 0.]]
<user> yeah that was dope,[[0.9938626  0.00613741]],[[0.0413679  0.01173664 0.1410905 ]],[[ 0.17861488 -0.09633468 -0.05125537]],0,[[0. 0. 0.]]
if she not bringing in da bag leave dat hoe,[[0.9909769  0.00902301]],[[0.09715343 0.00627642 0.60497785]],[[ 0.20582312 -0.07241734  0.0018629 ]],0,[[0. 0. 0.]]
<number> years ago i do not believe the best of europeans anticipated the slave trade on the atlantic nor did they forsee the current pillaging of their hard work by the faggots now in some kind of power,[[0.06753582 0.9324642 ]],[[0.58415186 0.01753514 0.15357478]],[[ 0.02050123  0.26465762 -0.02463024]],1,[[0. 0. 0.]]
instead of teaching girls not to be raped i think we should be teaching boys not to rape,[[0.5622885  0.43771145]],[[0.04027522 0.14202148 0.9078844 ]],[[ 0.24999149 -0.07455504 -0.00183175]],0,[[0. 0. 0.]]
<user> the homosexual alcoholic or self isolated homosexual,[[0.9863427 0.0136573]],[[0.02113116 0.01447248 0.46282232]],[[ 0.06220572 -0.13425459 -0.02138524]],0,[[0. 0. 0.]]
good moslem if only we can get them to do this before wives squat out shitlings,[[0.00480512 0.99519485]],[[0.23640361 0.96894103 0.77065206]],[[0.00995315 0.22515568 0.01476919]],1,[[0. 1. 1.]]
note how the students mentioned in this article all have foreign names middle eastern african likely moslem yet the vast majority of rural uk is white british these are the people who need to commute often with poor rail bus services cities with good commuter services are full of immigrants,[[0.9787255  0.02127449]],[[0.07237322 0.61436737 0.1577772 ]],[[ 0.21048972 -0.00874625 -0.03861887]],0,[[0. 0. 0.]]
you niggas faggots putting you all hands on females,[[0.12498081 0.8750192 ]],[[0.72838056 0.00535435 0.669833  ]],[[0.02901773 0.37475088 0.02921746]],1,[[1. 0. 0.]]
<user> did he say dis while jose was the coach hypocrites will kill all this our legends,[[0.9930488 0.0069512]],[[0.01118764 0.02793173 0.38753593]],[[ 0.17961784 -0.04093879 -0.01154093]],0,[[0. 0. 0.]]
<user> <user> preceded by poverty caused by socialism yes lots of countries have socialist aspects like canada but when they go full socialism that when they turn in to shithole countries,[[0.96627295 0.03372706]],[[0.3932964  0.02081114 0.04365215]],[[ 0.21912211 -0.04865432 -0.03698416]],0,[[0. 0. 0.]]
tfw how the daily stormer protects a spic like he some kind of god,[[0.00798249 0.9920175 ]],[[0.4189348  0.8717984  0.40651762]],[[ 0.00667488  0.20585375 -0.00762438]],1,[[1. 0. 0.]]
jews got whites hooked on nigger culture,[[0.0065709 0.9934291]],[[0.9947724  0.02696969 0.28437543]],[[ 0.16361079  0.18148859 -0.0181989 ]],1,[[1. 1. 0.]]
look who introduced theresa may to phillip may always a connection as to why paki muslims have raped with impunity g4s protects the grooming gangs that why tommy robinson has been imprisoned always a link,[[0.0568457  0.94315434]],[[0.14920817 0.9611168  0.5193453 ]],[[0.02679411 0.21386737 0.00484049]],1,[[0. 1. 1.]]
why would any self respecting camel piss guzzling moslem give lurch the horseface the time of day,[[0.00383744 0.99616253]],[[0.10285202 0.9947299  0.11742423]],[[-0.01680027  0.3052135  -0.02820593]],1,[[0. 1. 0.]]
wow so that lil black girl was lying about them white boys cutting her dreads off,[[0.9819103 0.0180897]],[[0.69318694 0.00933467 0.3422519 ]],[[ 0.29161385 -0.08758324 -0.02894818]],0,[[0. 0. 0.]]
hate when females try so hard to be niggas,[[0.9754464  0.02455359]],[[0.5560217  0.00606206 0.8947966 ]],[[ 0.32068047 -0.17803249  0.11186803]],0,[[0. 0. 1.]]
counter muslim tactics by wrapping a woollen scarf around ones head with only the eyes uncovered and claiming to be a member of the ancient order of scarfies when approached by bank or airport staff if large numbers of us did this where masked muzzies exist it could be interesting,[[0.00828358 0.99171644]],[[0.04219586 0.9887066  0.27214307]],[[0.11717561 0.11471036 0.02591841]],1,[[0. 1. 0.]]
i can barely go out into society anymore i basically just buy food from the beaner filled store pay all bills online then spend the day talking shit online like a coward what a life,[[0.01940669 0.9805933 ]],[[0.297835   0.12954102 0.20530067]],[[0.01482313 0.20638143 0.00485829]],1,[[1. 0. 0.]]
4 ft tall beaner women still dispensing <number> beanlets per year each it ogre,[[0.00340007 0.9966    ]],[[0.43429402 0.9614958  0.68457353]],[[ 0.02718442  0.15447839 -0.00057808]],1,[[1. 0. 1.]]
yall be getting raped molested out there huh 👀 well i suggested weapons self defense u knw 😊,[[0.9825251  0.01747486]],[[0.01313816 0.05945775 0.5229743 ]],[[ 0.20962355 -0.06053613 -0.01515481]],0,[[0. 0. 0.]]
if britain closed its borders2day moslems would still become a majority due2their high birthrates the only solution2the moslem problem is repatriation2their ancestral homelands at 1 st it can be tried on a voluntary basis with financial compensation4example but eventually they all must b told2 go,[[0.11862726 0.88137275]],[[0.02046424 0.9753307  0.12134825]],[[0.09917017 0.38147086 0.03249079]],1,[[0. 1. 0.]]
tell us about yourself <number> pilandok <number> single single double double <number> johnny johnny yes papa <number> <number> <number> twitter <number> a oh crush para may clue ka na <number> tip <number> ching chong daw sabi ng teacher ko eh <number> alaws <number> alaws pa <number> irresponsible <date> <number> friends and family,[[0.99458367 0.00541629]],[[0.01855302 0.01601899 0.09746564]],[[ 0.20868714 -0.05886256 -0.04623482]],0,[[0. 0. 0.]]
you are retarded and do not know what reply mean or are a shitty troller suck a bag of nigger dicks faggot,[[0.00397579 0.99602425]],[[0.8367718  0.18949354 0.6320829 ]],[[0.0304679  0.16873361 0.00573903]],1,[[1. 0. 0.]]
<user> they are taught every day in every direction that we are the white devil nothings going to change get used to it sad,[[0.8537398  0.14626023]],[[0.22440958 0.4434135  0.04713844]],[[ 0.1825901  -0.05386744 -0.07733198]],0,[[0. 0. 0.]]
<user> i fucking hate you,[[0.65468794 0.34531203]],[[0.04837747 0.01802858 0.22882767]],[[ 0.242458   -0.10566685 -0.02817165]],0,[[0. 0. 0.]]
white people think cause they was raised by black people they can say nigga what,[[0.9810333 0.0189667]],[[0.8794066  0.0046455  0.31476557]],[[2.6179621e-01 4.7941875e-02 2.3885952e-05]],0,[[0. 0. 0.]]
i love nigger cock adolf hitler,[[0.02255879 0.97744125]],[[0.987508   0.02428269 0.26092407]],[[ 0.14296365  0.2181163  -0.01407232]],1,[[1. 0. 1.]]
ind wv saw south africa women won the toss and decided to bowl first,[[0.98337275 0.01662729]],[[0.29108304 0.04069905 0.4098544 ]],[[ 0.2168955  -0.02635291 -0.01901388]],0,[[0. 0. 0.]]
<user> cause niggas do not respect lebron as the greatest to ever touch a basketball,[[0.9934976  0.00650243]],[[0.42676055 0.00338943 0.25791258]],[[ 0.21517724  0.02008514 -0.01025292]],0,[[0. 0. 0.]]
white supremacy is so mentally poisonous that a victim of it like <user> can dismiss it still irrationally focus on immigrants as a threat,[[0.97615427 0.02384578]],[[0.52874446 0.02219727 0.3902225 ]],[[ 0.21157171 -0.0394655  -0.01947321]],0,[[0. 0. 0.]]
join the army andrew torba serve your country and not jew masters you faggot defend free speech with your life not your wallet kike loving piece of fuck,[[0.00281434 0.99718565]],[[0.14214732 0.98951554 0.2818219 ]],[[ 0.00236715  0.22682396 -0.002912  ]],1,[[0. 1. 0.]]
imagine unironically believing the high iq kike meme,[[0.0044422  0.99555784]],[[0.06117987 0.9925857  0.16055605]],[[-0.01961761  0.23867664 -0.0291802 ]],1,[[0. 1. 0.]]
white people who have enough racial sense to avoid black areas for the obvious reasons still run around and act as though they can blindly trust jews to not lie to them and kike them over smdh,[[0.0042826  0.99571735]],[[0.74508846 0.9890715  0.32596084]],[[ 0.03453811  0.22677648 -0.00629589]],1,[[1. 1. 0.]]
mfw i m trying to write an important term paper and some affirmative action ass hole starts blasting nigger music outside the window,[[0.00973577 0.9902642 ]],[[0.9868362  0.08363617 0.2724274 ]],[[ 0.14458218  0.14056003 -0.0221785 ]],1,[[1. 0. 0.]]
<user> dear jews after trump is done with the immigrants who next being a white nationalist who would be his next victims certainly black and brown citizens what about asian indian jews muslims mediterranean you modern holocaust,[[0.9084632  0.09153686]],[[0.23530954 0.68586725 0.09638173]],[[ 0.18264385 -0.02561986 -0.06307235]],0,[[1. 1. 0.]]
as far as im concerned if u watch the nfl u might as well just go ahead and find a nigger and suck it dick 😑,[[0.00878661 0.9912134 ]],[[0.98257357 0.1664662  0.37407807]],[[ 0.11054642  0.16665365 -0.00801724]],1,[[1. 0. 0.]]
billionaire cool still a fucking nigger,[[0.00751098 0.9924891 ]],[[0.9867137  0.02614209 0.38401082]],[[ 0.13135919  0.18183388 -0.00538055]],1,[[1. 0. 0.]]
<user> <user> <user> <user> and you worship at the feet of a white supremacist impeach,[[0.9936872 0.0063128]],[[0.15259807 0.07872375 0.02397466]],[[ 0.15471576 -0.02376602 -0.08402216]],0,[[0. 0. 0.]]
<user> we knew from the beginning it was set up for that white bitch to win smfh 🙄 ru a coon,[[0.21073513 0.7892648 ]],[[0.8963839 0.0414571 0.8063449]],[[0.0728883  0.15148737 0.05759674]],1,[[1. 0. 1.]]
matt hale sits in prison due to being framed by an informant edgar steele died in prison after being framed by an informant michael weaver was convicted by a jury on account of his political beliefs for defending himself from nigger carjackers,[[0.01041597 0.989584  ]],[[0.9918147  0.06191615 0.2087686 ]],[[ 0.13801609  0.17047535 -0.02677069]],1,[[1. 0. 0.]]
<number> years of inbreeding make their hasbara basically retarded it a kike thing,[[0.00398787 0.9960121 ]],[[0.14703977 0.9766019  0.29394272]],[[-0.01021158  0.20940514 -0.01992459]],1,[[0. 1. 0.]]
leaders of refugee resettlement agencies refugees advocates political leaders will discuss the impact of the trump administration plan to cap refugee admissions at a record low <number> for the fiscal year that begins today,[[0.9884947  0.01150537]],[[0.0446418  0.01415746 0.5250698 ]],[[ 0.20829208 -0.06960654 -0.01630188]],0,[[0. 0. 0.]]
<user> every single white person found dead in a ditch,[[0.9869926  0.01300735]],[[0.39621505 0.00555079 0.24672939]],[[ 0.23075546 -0.04043936 -0.02766282]],0,[[1. 0. 0.]]
cassie pregnant all the twitter niggas mad about it lmao you all niggas weirdos,[[0.9950265  0.00497348]],[[0.30275136 0.00371806 0.54293394]],[[ 0.20465267 -0.07248525 -0.00721713]],0,[[0. 0. 0.]]
my goal on this site is expose the filthy disgusting hoodrat nigger bitch in all of her whoredom and debauchery stand by more truth coming,[[0.00339742 0.99660254]],[[0.9715066  0.15886207 0.9649837 ]],[[0.09613673 0.13539308 0.0665217 ]],1,[[1. 0. 1.]]
<user> is it on wattpad a bitch is broke to buy it lmao,[[0.9932569  0.00674311]],[[0.07009969 0.00273075 0.73660797]],[[ 0.16714692 -0.10089584  0.00797554]],0,[[0. 0. 0.]]
<user> we dont have a coherent refugee policy when we have such high levels of poverty should state resources be expended on our own poor people instead of poor people who arent even our citizens,[[0.99363446 0.00636549]],[[0.0189647  0.01028388 0.2734789 ]],[[ 0.19746545 -0.0695333  -0.02882109]],0,[[0. 0. 0.]]
this kike is still alive wtf,[[0.0042118  0.99578816]],[[0.01242071 0.99527234 0.14055584]],[[ 0.02746804  0.31784406 -0.00445225]],1,[[0. 1. 0.]]
<user> i wonder if a white person called tatum a nigger to his face would be just sit there and smile and nod,[[0.99128973 0.00871021]],[[0.78678066 0.01448792 0.03557611]],[[ 0.24574892 -0.02532341 -0.02598151]],0,[[1. 0. 0.]]
then an older nigger wearing an apron dressed like a kitchen staff member and holding a small caliber revolver walks to the front door and locks it and says i am the new kang of charleston,[[0.00693287 0.99306715]],[[0.9912669  0.05227776 0.15860958]],[[ 0.17652085  0.08518827 -0.07021476]],1,[[1. 0. 1.]]
clowns in this bitch,[[0.9611781  0.03882191]],[[0.19489436 0.03527334 0.42022708]],[[ 0.17932293 -0.08161867 -0.02297103]],0,[[0. 0. 0.]]
i have been waiting for nigger music to die out as a fad for over a decade but it seems as if the problem is only getting worse,[[0.00989664 0.99010336]],[[0.99294597 0.0413107  0.16499847]],[[ 0.12794937  0.19355512 -0.02130283]],1,[[1. 0. 0.]]
oh look another buttmad alt right guy accusing me of being a kike because i was in the shield wall while he was crying about how my optics were bad hint try not mixing up national socialists with kikes it makes you look stupid,[[0.02213994 0.9778601 ]],[[0.03847074 0.9879689  0.20895977]],[[0.07313344 0.24617383 0.01458315]],1,[[0. 1. 0.]]
there are c <number> million moslems in uk <percent> do not work <percent> were not born in uk <number> support moslem suicide bombers <number> are moslem jihadis moslems are nothing but a drain on uk taxpayers whilst we pay for moslems to kill us deport the lot moslems are the problem bluehand trump,[[0.00591226 0.9940877 ]],[[0.05639121 0.9953833  0.15627542]],[[0.08914502 0.24595457 0.02140552]],1,[[0. 1. 0.]]
<user> <user> sikhs get called towel head by racists all the time to have someone from a sikh family do the same is ridiculous,[[0.991831 0.008169]],[[0.02444588 0.65241784 0.30007988]],[[ 0.20800775  0.01041505 -0.02522602]],0,[[0. 0. 0.]]
women should be ashamed of themselves for letting transgender lesbian man hating dykes speak for them shame on you,[[0.01011544 0.9898845 ]],[[0.28873017 0.08030998 0.97185904]],[[0.02901465 0.22720335 0.0559943 ]],1,[[0. 0. 1.]]
thigh high black boots burberry all day bitches,[[0.991021   0.00897907]],[[0.06431148 0.01651101 0.6855782 ]],[[ 0.16322291 -0.08740263  0.00133464]],0,[[0. 0. 0.]]
shes homophobic and transphobic and really rude,[[0.98925847 0.01074151]],[[0.03654658 0.01739348 0.53067976]],[[ 0.03484895 -0.15234585 -0.02266408]],0,[[0. 0. 0.]]
also women from different countries do not fall for that white wash shit it not worth it i state this because <percent> of women from different places countries support people who do not fuck with or like them not saying to hate them but avoid conflicts or situations like that,[[0.9005737  0.09942628]],[[0.0722013  0.06331363 0.9818157 ]],[[ 0.1576568  -0.11579286  0.08748577]],0,[[0. 0. 0.]]
flying with a bottle of messina hof red in a suitcase full of white clothing we are about to find out how much karma has in store for me,[[0.99251795 0.007482  ]],[[0.04763314 0.00764309 0.33227786]],[[ 0.15751334 -0.09680118 -0.02723036]],0,[[0. 0. 0.]]
<user> katie hopkins reports pakistani muslim man assaults white man is racist attack civil unrest as crime against english people from immigrants rises,[[0.98526233 0.01473764]],[[0.03553588 0.54451    0.10054769]],[[ 0.18696083 -0.00497501 -0.04456014]],0,[[0. 0. 0.]]
yes moar fat sheboons telling us all what to do did not we get enough of this from <number> yrs of oprah,[[0.00826733 0.9917326 ]],[[0.65797794 0.22728482 0.8743846 ]],[[0.03378119 0.2009262  0.02490796]],1,[[1. 0. 1.]]
jews are the only enemy in the history of the world that resort to crying its anti semitic to resist my actions boo hoo,[[0.06848098 0.931519  ]],[[0.08294205 0.9789382  0.14030935]],[[0.01655561 0.35627973 0.00965486]],1,[[0. 1. 0.]]
<number> <number> president warren g harding signs the emergency quota act into law in <number> according to the new law annual immigration from any country cannot exceed <number> percent of the total number of u.s. immigrants from that same country as recorded in the u.s. census of <number>,[[0.993961  0.0060391]],[[0.03722117 0.00590191 0.1776456 ]],[[ 0.17468767 -0.06216114 -0.02629394]],0,[[0. 0. 1.]]
you mean more rapes and more sand niggers because that what you want sjw more curry niggers getting gibs killing whitey look at you you dirty race traitor curry nigger,[[0.00395342 0.9960466 ]],[[0.9915876  0.14980143 0.7416744 ]],[[0.19658321 0.11428988 0.06158037]],1,[[1. 1. 0.]]
hex those faggots with your witch broom,[[0.0076171  0.99238294]],[[0.21369074 0.12629831 0.861982  ]],[[ 0.03823808  0.21123858 -0.01072625]],1,[[0. 0. 0.]]
i am sick of a <number> white country not killing niggers jews in the damn streets,[[0.00406097 0.995939  ]],[[0.9227206  0.81691885 0.63005096]],[[0.01927387 0.17057489 0.00445475]],1,[[1. 1. 0.]]
ideally yes when push comes to shove id rather live in a white run city country we already know what a planet of apes scenario looks like baltimore chicago philly detroit and every suburban mall failing to shoo flies,[[0.08600383 0.9139961 ]],[[0.8892728  0.06953873 0.41779473]],[[0.0473017  0.2540716  0.00643554]],1,[[1. 0. 0.]]
when people have never had one real conversation with you but yet find <number> things to hate you about 🙄,[[0.99283725 0.00716279]],[[0.02733574 0.00666596 0.39401397]],[[ 0.19105409 -0.09148742 -0.02980523]],0,[[0. 0. 0.]]
<user> you ’ re a racist pos trying to spread hate violence and racism what the heck is wrong with you,[[0.97674406 0.02325596]],[[0.38754392 0.01171362 0.22752331]],[[ 0.18793996 -0.18160358 -0.10435253]],0,[[0. 0. 0.]]
sucking all the msm dick eh curry nigger race traitor tell em how you are really an sjw who sides with sadiq khan mayor of londonstan and believe curries and sand niggers should steal whyte wymn and destroy the white race gabfam speakfreely tell em how you censor downvotes profitmonger,[[0.00438936 0.99561065]],[[0.97118855 0.40980217 0.55495703]],[[0.02613049 0.15884376 0.00419278]],1,[[1. 1. 0.]]
mfs really be cheatin on u w bitches who look up to u amp dat copy errything u do post,[[0.9912664  0.00873359]],[[0.05303917 0.00583526 0.571558  ]],[[ 0.21590482 -0.06002522 -0.00847247]],0,[[0. 0. 1.]]
using gas lighting propaganda for you horrible white southerners meant nothing real,[[0.82049114 0.17950886]],[[0.6508266  0.02827994 0.7671857 ]],[[ 0.24870312 -0.05661015 -0.02137928]],0,[[1. 0. 0.]]
pro tip the niggers do not care if you never owned slaves granddaddy fought the natzis or great great grandad ground the confederacy into dust with the boot heel of the proto bolshevik yankee gubment force of weight and arms behind it they hate you because you are white and you exist altright,[[0.00732071 0.99267936]],[[0.99276733 0.30663303 0.30599317]],[[ 0.17077868  0.19028808 -0.014123  ]],1,[[1. 0. 0.]]
<user> <user> stupid sand niggers,[[0.01122852 0.9887715 ]],[[0.34832895 0.5647978  0.20844872]],[[0.02174573 0.19440486 0.00548728]],1,[[1. 0. 0.]]
radio news report this morning referenced “ law abiding illegal immigrants ” unbelievable you can ’ t make this stuff up journalism is dead,[[0.9877367  0.01226326]],[[0.05424912 0.0162726  0.43308792]],[[ 0.12999544 -0.12072107 -0.0213079 ]],0,[[0. 0. 0.]]
<user> right here bro found jesus whos not just a prophet howz life u an ex muslim too from yeg,[[0.9925541  0.00744591]],[[0.02433832 0.8701964  0.3441292 ]],[[ 0.05845201  0.07949445 -0.03534733]],0,[[0. 1. 0.]]
when i get married i want my wedding to be like the one off crazy rich asians,[[0.9753567  0.02464334]],[[0.10569045 0.0181542  0.61985785]],[[ 0.10101319 -0.15667076  0.00576812]],0,[[0. 0. 0.]]
<user> what if the sugar gramp was a ss soilder who killed hundreds of jews but is a multi billionaire 🤔,[[0.03631975 0.9636802 ]],[[0.3876978  0.6625655  0.19745795]],[[0.01910373 0.1874348  0.0345628 ]],1,[[0. 1. 0.]]
